"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"1120","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00763358778625954,NA,0,0.0225657110614824,"mantika","LY0322",NA,NA
"1220","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0322",NA,NA
"1315","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0322",NA,NA
"1413","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.0152671755725191,NA,0,0.036303009984059,"mantika","LY0322",NA,NA
"1512","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0,NA,0,0,"mantika","LY0322",NA,NA
"1610","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.21978021978022,NA,0.134541107579304,0.305019331981136,"mantika","LY0322",NA,NA
"1710","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0305343511450382,NA,0.00101670333416494,0.0600519989559114,"mantika","LY0322",NA,NA
"1810","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0851063829787234,NA,0.00518292413667558,0.165029841820771,"mantika","LY0322",NA,NA
"195","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0.0879120879120879,NA,0.0296241373948895,0.146200038429286,"mantika","LY0322",NA,NA
"205","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0,NA,0,0,"mantika","LY0322",NA,NA
"2114","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0322",NA,NA
"2210","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0,NA,0,0,"mantika","LY0322",NA,NA
"237","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0.00763358778625954,NA,0,0.0225657110614824,"mantika","LY0322",NA,NA
"241","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0322",NA,NA
"180","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.25,NA,0.152416040622816,0.347583959377184,"mantika","LY0102",3.51452490961188e-08,"Pearson's X^2: Rao & Scott adjustment"
"238","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0149253731343284,NA,0,0.0355046145167906,"mantika","LY0102",3.51452490961188e-08,"Pearson's X^2: Rao & Scott adjustment"
"333","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.5,NA,0.387319749569986,0.612680250430014,"mantika","LY0102",3.51452490961188e-08,"Pearson's X^2: Rao & Scott adjustment"
"433","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0522388059701493,NA,0.014474780813361,0.0900028311269375,"mantika","LY0102",3.51452490961188e-08,"Pearson's X^2: Rao & Scott adjustment"
"529","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.144736842105263,NA,0.0654470593729974,0.224026624837529,"mantika","LY0102",3.51452490961188e-08,"Pearson's X^2: Rao & Scott adjustment"
"629","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.932835820895522,NA,0.890353947628248,0.975317694162797,"mantika","LY0102",3.51452490961188e-08,"Pearson's X^2: Rao & Scott adjustment"
"714","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.105263157894737,NA,0.0361017768677335,0.17442453892174,"mantika","LY0102",3.51452490961188e-08,"Pearson's X^2: Rao & Scott adjustment"
"814","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0,NA,0,0,"mantika","LY0102",3.51452490961188e-08,"Pearson's X^2: Rao & Scott adjustment"
"190","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.136842105263158,NA,0.0676261269431438,0.206058083583172,"mantika","LY0211",NA,NA
"239","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0150375939849624,NA,0,0.0357526614249276,"mantika","LY0211",NA,NA
"334","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0909090909090909,NA,0.0341934446829767,0.147624737135205,"mantika","LY0211",NA,NA
"434","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.210526315789474,NA,0.128420600505096,0.292632031073851,"mantika","LY0211",NA,NA
"530","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.804511278195489,NA,0.737009646861634,0.872012909529344,"mantika","LY0211",NA,NA
"630","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.676767676767677,NA,0.584495075096289,0.769040278439064,"mantika","LY0211",NA,NA
"715","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.431578947368421,NA,0.33182810596865,0.531329788768192,"mantika","LY0211",NA,NA
"815","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.12781954887218,NA,0.0709880433388177,0.184651054405543,"mantika","LY0211",NA,NA
"914","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.141414141414141,NA,0.0726702906278963,0.210157992200387,"mantika","LY0211",NA,NA
"1013","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.2,NA,0.119441502792373,0.280558497207627,"mantika","LY0211",NA,NA
"1121","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.037593984962406,NA,0.00521779848073858,0.0699701714440734,"mantika","LY0211",NA,NA
"1221","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0808080808080808,NA,0.0270398105793736,0.134576351036788,"mantika","LY0211",NA,NA
"1316","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0211",NA,NA
"1414","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.0075187969924812,NA,0,0.0222223628623132,"mantika","LY0211",NA,NA
"1513","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0,NA,0,0,"mantika","LY0211",NA,NA
"1611","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0,NA,0,0,"mantika","LY0211",NA,NA
"1711","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0.0075187969924812,NA,0,0.0222223628623132,"mantika","LY0211",NA,NA
"1811","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0211",NA,NA
"196","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0.0210526315789474,NA,0,0.0499650374250984,"mantika","LY0211",NA,NA
"206","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0,NA,0,0,"mantika","LY0211",NA,NA
"2115","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0211",NA,NA
"2211","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0211",NA,NA
"2310","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0,NA,0,0,"mantika","LY0211",NA,NA
"242","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0.0101010101010101,NA,0,0.0298285719331422,"mantika","LY0211",NA,NA
"197","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.451612903225806,NA,0.350315461413,0.552910345038613,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"240","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.940298507462687,NA,0.900120699760737,0.980476315164636,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"335","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.89,NA,0.828580749389645,0.951419250610355,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"435","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.397849462365591,NA,0.29822095585897,0.497477968872213,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"531","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0373134328358209,NA,0.00517417623350674,0.069452689438135,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"631","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.03,NA,0,0.0634857215702779,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"716","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.10752688172043,NA,0.0444706823497088,0.170583081091151,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"816","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0,NA,0,0,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"915","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.04,NA,0.00153384480226709,0.0784661551977329,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1014","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.043010752688172,NA,0.00171420533471509,0.084307300041629,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1122","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0149253731343284,NA,0,0.0354870217556282,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1222","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.01,NA,0,0.0295312826315668,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1317","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0,NA,0,0,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1415","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00746268656716418,NA,0,0.0220569368626484,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1514","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0.02,NA,0,0.0474815486753361,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1612","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1712","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0,NA,0,0,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"1812","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0.01,NA,0,0.0295312826315668,"mantika","LY0320",3.27774416307303e-09,"Pearson's X^2: Rao & Scott adjustment"
"198","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.0945945945945946,NA,0.0277534909009207,0.161435698288268,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"243","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0227272727272727,NA,0,0.0482131364410458,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"336","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0,NA,0,0,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"436","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.924242424242424,NA,0.878991881850736,0.969492966634113,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"532","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.783783783783784,NA,0.689761417022616,0.877806150544952,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"632","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0378787878787879,NA,0.00523273073251544,0.0705248450250603,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"717","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.121621621621622,NA,0.0469707085367176,0.196272534706526,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"817","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.00757575757575758,NA,0,0.0224036532474908,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"916","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"1015","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.00757575757575758,NA,0,0.0224036532474908,"mantika","LY0317",1.33063258826278e-08,"Pearson's X^2: Rao & Scott adjustment"
"199","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.404761904761905,NA,0.256025077613504,0.553498731910305,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"244","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.87012987012987,NA,0.794898443580899,0.945361296678841,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"337","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.839416058394161,NA,0.777816529135819,0.901015587652502,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"437","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0,NA,0,0,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"533","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.051948051948052,NA,0.00228272241134327,0.101613381484761,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"633","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0583941605839416,NA,0.0190521110031285,0.0977362101647547,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"718","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.285714285714286,NA,0.148823158944206,0.422605412484365,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"818","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.012987012987013,NA,0,0.0383248006216219,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"917","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0437956204379562,NA,0.00946130397640392,0.0781299368995085,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1016","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.30952380952381,NA,0.169437813298673,0.449609805748946,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1123","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.025974025974026,NA,0,0.0615705445671932,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1223","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0364963503649635,NA,0.00503414942126694,0.0679585513086601,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1318","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1416","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.012987012987013,NA,0,0.0383248006216219,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1515","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0.0072992700729927,NA,0,0.0215811897723958,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1613","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1713","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.012987012987013,NA,0,0.0383248006216219,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1813","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0.0145985401459854,NA,0,0.0347218314839463,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1910","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0,NA,0,0,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"207","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0.012987012987013,NA,0,0.0383248006216219,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"2116","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0101",0.936510341073256,"Pearson's X^2: Rao & Scott adjustment"
"1100","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.314606741573034,NA,0.217915449294917,0.411298033851151,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"245","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.894736842105263,NA,0.842462511706379,0.947011172504147,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"338","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.202247191011236,NA,0.118608185877322,0.28588619614515,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"438","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0,NA,0,0,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"534","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.280898876404494,NA,0.187314484491346,0.374483268317643,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"634","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.037593984962406,NA,0.00519428660356734,0.0699936833212447,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"719","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.191011235955056,NA,0.109158322851968,0.272864149058144,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"819","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0601503759398496,NA,0.0196507529913012,0.100649998888398,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"918","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0112359550561798,NA,0,0.0331834403913261,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"1017","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0.0075187969924812,NA,0,0.0222330407237997,"mantika","LY0106",1.4081030608027e-10,"Pearson's X^2: Rao & Scott adjustment"
"1101","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.783505154639175,NA,0.70137979887579,0.865630510402561,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"246","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.813432835820896,NA,0.747341507949761,0.87952416369203,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"339","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.789473684210526,NA,0.605792933554747,0.973154434866305,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"439","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.0927835051546392,NA,0.0349308346194329,0.150636175689845,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"535","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0.082089552238806,NA,0.0355191356829821,0.12865996879463,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"635","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0.157894736842105,NA,0,0.322183794691909,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"720","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","IDP",0.0515463917525773,NA,0.00745642856169414,0.0956363549434605,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"820","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Non-Displaced",0.0447761194029851,NA,0.0096894750896834,0.0798627637162868,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"919","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","1. Yes, have been threatened with eviction","Returnee",0.0526315789473684,NA,0,0.15323766946102,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"1018","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.0618556701030928,NA,0.0138207423584616,0.109890597847724,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"1124","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Non-Displaced",0.0223880597014925,NA,0,0.0474871221685005,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"1224","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","Returnee",0,NA,0,0,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"1319","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","IDP",0.0103092783505155,NA,0,0.0304509929056074,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"1417","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Non-Displaced",0.0373134328358209,NA,0.00515898311877448,0.0694678825528673,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"1516","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","4. Don’t know","Returnee",0,NA,0,0,"mantika","LY0213",0.999999643869977,"Pearson's X^2: Rao & Scott adjustment"
"1102","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.938144329896907,NA,0.890118168449957,0.986170491343857,"mantika","LY0105",0.683583133244182,"Pearson's X^2: Rao & Scott adjustment"
"247","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.934426229508197,NA,0.890421755955704,0.978430703060689,"mantika","LY0105",0.683583133244182,"Pearson's X^2: Rao & Scott adjustment"
"340","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.982142857142857,NA,0.947394165213772,1,"mantika","LY0105",0.683583133244182,"Pearson's X^2: Rao & Scott adjustment"
"440","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","IDP",0.0103092783505155,NA,0,0.0304473170748341,"mantika","LY0105",0.683583133244182,"Pearson's X^2: Rao & Scott adjustment"
"536","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Non-Displaced",0.0327868852459016,NA,0.00112983760268354,0.0644439328891197,"mantika","LY0105",0.683583133244182,"Pearson's X^2: Rao & Scott adjustment"
"636","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","5. Prefer not to answer","Returnee",0.0178571428571429,NA,0,0.0526058347862282,"mantika","LY0105",0.683583133244182,"Pearson's X^2: Rao & Scott adjustment"
"721","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","2. Yes, have been recently evicted","IDP",0.0103092783505155,NA,0,0.0304473170748341,"mantika","LY0105",0.683583133244182,"Pearson's X^2: Rao & Scott adjustment"
