"","indicator","p value","test type","dependent.var.value","independent.var.value","numbers","se","min","max"
"Female70","what are the three most important interventions your family most urgently needs to improve your family s sense of safety and security  other",0.322488210983657,"two sample ttest on difference in means (two sided)",NA,"Female",0.00154571470995178,0.00154477251329415,-0.00148198378041218,0.00457341320031573
"Male70","what are the three most important interventions your family most urgently needs to improve your family s sense of safety and security  other",0.322488210983657,"two sample ttest on difference in means (two sided)",NA,"Male",1.7042298800929e-05,1.70432990912772e-05,-1.63619535957184e-05,5.04465511975764e-05
"Female71","what are the three most important interventions your family most urgently needs to improve your family s sense of safety and security  nothing no more",0.334677973748794,"two sample ttest on difference in means (two sided)",NA,"Female",0.159443141202592,0.0130079589272426,0.13394801019282,0.184938272212364
"Male71","what are the three most important interventions your family most urgently needs to improve your family s sense of safety and security  nothing no more",0.334677973748794,"two sample ttest on difference in means (two sided)",NA,"Male",0.174483631836689,0.0084005830615903,0.158018791586835,0.190948472086544
"Female72","what are the three most important interventions your family most urgently needs to improve your family s sense of safety and security  i don t know",0.0155595393297657,"two sample ttest on difference in means (two sided)",NA,"Female",0.0320647353871801,0.00627180312434503,0.019772227145338,0.0443572436290221
"Male72","what are the three most important interventions your family most urgently needs to improve your family s sense of safety and security  i don t know",0.0155595393297657,"two sample ttest on difference in means (two sided)",NA,"Male",0.0153920467331554,0.00271604839449036,0.0100686896996865,0.0207154037666244
"1130","does your family have a moha card ",0.00467653623895874,"Pearson's X^2: Rao & Scott adjustment","I don't know","Female",0.00153029672229133,NA,NA,NA
"277","does your family have a moha card ",0.00467653623895874,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.237051303839883,NA,NA,NA
"354","does your family have a moha card ",0.00467653623895874,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",0.761418399437826,NA,NA,NA
"448","does your family have a moha card ",0.00467653623895874,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",0,NA,NA,NA
"541","does your family have a moha card ",0.00467653623895874,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.293731523385681,NA,NA,NA
"641","does your family have a moha card ",0.00467653623895874,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",0.706268476614319,NA,NA,NA
"1131","does your family have a wfp card ",0.191750793901883,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.040717912380701,NA,NA,NA
"278","does your family have a wfp card ",0.191750793901883,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",0.959282087619299,NA,NA,NA
"355","does your family have a wfp card ",0.191750793901883,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.0318329962469582,NA,NA,NA
"449","does your family have a wfp card ",0.191750793901883,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",0.968167003753042,NA,NA,NA
"1132","does your family have a family count number barcode ",0.0197914983613243,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.0186095128684351,NA,NA,NA
"279","does your family have a family count number barcode ",0.0197914983613243,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",0.981390487131565,NA,NA,NA
"356","does your family have a family count number barcode ",0.0197914983613243,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.00959752133882812,NA,NA,NA
"450","does your family have a family count number barcode ",0.0197914983613243,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",0.990402478661172,NA,NA,NA
"1133","in the past month  has your family received any food assistance ",0.00232252012062385,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.0740601299698356,NA,NA,NA
"280","in the past month  has your family received any food assistance ",0.00232252012062385,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",0.925939870030164,NA,NA,NA
"357","in the past month  has your family received any food assistance ",0.00232252012062385,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.0458129776851301,NA,NA,NA
"451","in the past month  has your family received any food assistance ",0.00232252012062385,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",0.95418702231487,NA,NA,NA
"1134","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","Bangladesh military","Female",0.0118422309540515,NA,NA,NA
"286","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","Bangladesh military Private individuals/organisations","Female",0,NA,NA,NA
"358","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","I don't know","Female",0.000989639639064745,NA,NA,NA
"452","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","Other","Female",0,NA,NA,NA
"542","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","Private individuals/organisations","Female",0.013496943315671,NA,NA,NA
"642","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP","Female",0.931278742279606,NA,NA,NA
"735","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP Bangladesh military","Female",0.0400495910687904,NA,NA,NA
"835","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP Bangladesh military Private individuals/organisations","Female",0,NA,NA,NA
"929","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP I don't know","Female",0.000989639639064745,NA,NA,NA
"1021","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP Other","Female",0,NA,NA,NA
"1135","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP Private individuals/organisations","Female",0.00135321310375211,NA,NA,NA
"1222","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","Bangladesh military","Male",0.0210819293788267,NA,NA,NA
"1316","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","Bangladesh military Private individuals/organisations","Male",0.000619279512029867,NA,NA,NA
"1415","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",0.000491754441275468,NA,NA,NA
"1514","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","Other","Male",0.00301872077922904,NA,NA,NA
"1614","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","Private individuals/organisations","Male",0.0161541054223155,NA,NA,NA
"1711","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP","Male",0.92037031668013,NA,NA,NA
"1811","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP Bangladesh military","Male",0.0303944849468359,NA,NA,NA
"1911","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP Bangladesh military Private individuals/organisations","Male",0.00268420262800824,NA,NA,NA
"2010","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP I don't know","Male",0,NA,NA,NA
"2118","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP Other","Male",0.000933663929812506,NA,NA,NA
"2214","from whom did your family receive this food assistance ",0.145720581934047,"Pearson's X^2: Rao & Scott adjustment","WFP Private individuals/organisations","Male",0.00425154228153637,NA,NA,NA
"Female73","from whom did your family receive this food assistance  wfp",0.0208949803739993,"two sample ttest on difference in means (two sided)",NA,"Female",0.973671186091213,0.00500691904899202,0.963857805081681,0.983484567100745
"Male73","from whom did your family receive this food assistance  wfp",0.0208949803739993,"two sample ttest on difference in means (two sided)",NA,"Male",0.958634210466323,0.00336962611056911,0.952029864648242,0.965238556284405
"Female74","from whom did your family receive this food assistance  bangladesh military",0.763676151821923,"two sample ttest on difference in means (two sided)",NA,"Female",0.0518918220228418,0.00809953718634343,0.0360170208461658,0.0677666231995178
"Male74","from whom did your family receive this food assistance  bangladesh military",0.763676151821923,"two sample ttest on difference in means (two sided)",NA,"Male",0.0547798964657007,0.00488089937456136,0.0452135094793964,0.064346283452005
"Female75","from whom did your family receive this food assistance  private individuals organisations",0.0704928582874948,"two sample ttest on difference in means (two sided)",NA,"Female",0.0148501564194231,0.00369262864613605,0.00761273726471555,0.0220875755741306
"Male75","from whom did your family receive this food assistance  private individuals organisations",0.0704928582874948,"two sample ttest on difference in means (two sided)",NA,"Male",0.02370912984389,0.00265556011638946,0.0185043276569857,0.0289139320307943
"Female76","from whom did your family receive this food assistance  other",0.00140949824669223,"two sample ttest on difference in means (two sided)",NA,"Female",0,0,0,0
"Male76","from whom did your family receive this food assistance  other",0.00140949824669223,"two sample ttest on difference in means (two sided)",NA,"Male",0.00395238470904155,0.00123673861269133,0.00152842156987651,0.00637634784820659
"Female77","from whom did your family receive this food assistance  i don t know",0.313382975616162,"two sample ttest on difference in means (two sided)",NA,"Female",0.00197927927812949,0.00139113163379704,-0.000747288621867067,0.00470584717812605
"Male77","from whom did your family receive this food assistance  i don t know",0.313382975616162,"two sample ttest on difference in means (two sided)",NA,"Male",0.000491754441275468,0.000491707520169904,-0.000471974589185045,0.00145548347173598
"1136","has your family received a donation of bms infant formula or baby bottles  breastmilk substitute  ",0.0266491473507375,"Pearson's X^2: Rao & Scott adjustment","I don't know","Female",0.00165510344882171,NA,NA,NA
"287","has your family received a donation of bms infant formula or baby bottles  breastmilk substitute  ",0.0266491473507375,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.951626213807919,NA,NA,NA
"359","has your family received a donation of bms infant formula or baby bottles  breastmilk substitute  ",0.0266491473507375,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",0.0467186827432594,NA,NA,NA
"453","has your family received a donation of bms infant formula or baby bottles  breastmilk substitute  ",0.0266491473507375,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",0.0027143857067692,NA,NA,NA
"543","has your family received a donation of bms infant formula or baby bottles  breastmilk substitute  ",0.0266491473507375,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.920384652849033,NA,NA,NA
"643","has your family received a donation of bms infant formula or baby bottles  breastmilk substitute  ",0.0266491473507375,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",0.0769009614441981,NA,NA,NA
"1137","does this family have children under 5 years old  6 59 months  ",4.83569872143011e-11,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.518459300171418,NA,NA,NA
"288","does this family have children under 5 years old  6 59 months  ",4.83569872143011e-11,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",0.481540699828582,NA,NA,NA
"360","does this family have children under 5 years old  6 59 months  ",4.83569872143011e-11,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.381297205202084,NA,NA,NA
"454","does this family have children under 5 years old  6 59 months  ",4.83569872143011e-11,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",0.618702794797916,NA,NA,NA
"1138","did these children  under 5 years  receive the blanket supplementary food ration in the last month ",0.00474292185328149,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.607618641120531,NA,NA,NA
"289","did these children  under 5 years  receive the blanket supplementary food ration in the last month ",0.00474292185328149,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",0.392381358879469,NA,NA,NA
"363","did these children  under 5 years  receive the blanket supplementary food ration in the last month ",0.00474292185328149,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.525182392534964,NA,NA,NA
"455","did these children  under 5 years  receive the blanket supplementary food ration in the last month ",0.00474292185328149,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",0.474817607465036,NA,NA,NA
"Female78","enter the number of girls aged 6 to 14 in the family ",0.440293848616646,"two sample ttest on difference in means (two sided)",NA,"Female",0.684582873440434,0.0312711974886822,0.623292452609177,0.74587329427169
"Male78","enter the number of girls aged 6 to 14 in the family ",0.440293848616646,"two sample ttest on difference in means (two sided)",NA,"Male",0.655768491697127,0.0202671569236705,0.616045594057711,0.695491389336543
"Female79","how many girls attended  3 out of 6 days  a primary learning centre last week  either public private madrassas  ",0.0245464704124229,"two sample ttest on difference in means (two sided)",NA,"Female",0.96330578374018,0.0418708437354651,0.881240438016364,1.045371129464
"Male79","how many girls attended  3 out of 6 days  a primary learning centre last week  either public private madrassas  ",0.0245464704124229,"two sample ttest on difference in means (two sided)",NA,"Male",1.0761130102702,0.0273782706007163,1.02245258593381,1.1297734346066
"Female80","how many of these girls went to public primary school  free  last week ",0.738320420009848,"two sample ttest on difference in means (two sided)",NA,"Female",0.864461758522364,0.0488364464575128,0.76874408233272,0.960179434712008
"Male80","how many of these girls went to public primary school  free  last week ",0.738320420009848,"two sample ttest on difference in means (two sided)",NA,"Male",0.844916628334406,0.0301139137126037,0.785894442024156,0.903938814644656
"Female81","how many of these girls went to private paid primary school last week ",0.81867641944216,"two sample ttest on difference in means (two sided)",NA,"Female",0.12732950573681,0.0271564827169932,0.0741037776647194,0.180555233808902
"Male81","how many of these girls went to private paid primary school last week ",0.81867641944216,"two sample ttest on difference in means (two sided)",NA,"Male",0.119847301357367,0.0176779253322973,0.0851992043846757,0.154495398330058
"Female82","how many of these girls went to madrassas last week ",0.367928145055236,"two sample ttest on difference in means (two sided)",NA,"Female",0.422440219407956,0.0453817640212681,0.333493596371375,0.511386842444537
"Male82","how many of these girls went to madrassas last week ",0.367928145055236,"two sample ttest on difference in means (two sided)",NA,"Male",0.471010401610494,0.0270776737095319,0.417939136354684,0.524081666866303
"Female83","how many of these girls went to another type of school last week ",0.558239082686345,"two sample ttest on difference in means (two sided)",NA,"Female",0.0282642539065445,0.0128971603955357,0.0029862840284582,0.0535422237846307
"Male83","how many of these girls went to another type of school last week ",0.558239082686345,"two sample ttest on difference in means (two sided)",NA,"Male",0.0194975727062475,0.00761331249330926,0.00457575441631249,0.0344193909961825
"Female84","girls edu check",0.85618307343584,"two sample ttest on difference in means (two sided)",NA,"Female",1.40013422514314,0.0412018243897148,1.31938013324196,1.48088831704433
"Male84","girls edu check",0.85618307343584,"two sample ttest on difference in means (two sided)",NA,"Male",1.4089740496908,0.0259552307800488,1.35810273215148,1.45984536723012
"Female85","enter the number of boys aged 6 to 14 in the family ",0.544417738336213,"two sample ttest on difference in means (two sided)",NA,"Female",0.71444250212286,0.0316346022922419,0.652439820964818,0.776445183280903
"Male85","enter the number of boys aged 6 to 14 in the family ",0.544417738336213,"two sample ttest on difference in means (two sided)",NA,"Male",0.737441267718804,0.0208601270747573,0.696556169939351,0.778326365498258
"Female86","how many boys attended  3 out of 6 days  a primary learning centre last week  either public private madrassas  ",0.00058823149812874,"two sample ttest on difference in means (two sided)",NA,"Female",1.08433502256155,0.0371230931022937,1.01157509708633,1.15709494803677
"Male86","how many boys attended  3 out of 6 days  a primary learning centre last week  either public private madrassas  ",0.00058823149812874,"two sample ttest on difference in means (two sided)",NA,"Male",1.24116557694901,0.0261392760438011,1.1899335373212,1.29239761657681
"Female87","how many of these boys went to public primary school  free  last week ",0.00402819033518882,"two sample ttest on difference in means (two sided)",NA,"Female",0.718767308411692,0.0402431642298652,0.639892155897226,0.797642460926159
"Male87","how many of these boys went to public primary school  free  last week ",0.00402819033518882,"two sample ttest on difference in means (two sided)",NA,"Male",0.866512274480197,0.0301288533112724,0.807460807094613,0.925563741865781
"Female88","how many of these boys went to private paid primary school last week ",0.483759140156851,"two sample ttest on difference in means (two sided)",NA,"Female",0.100627634903879,0.0222107914800202,0.0570952835349105,0.144159986272848
"Male88","how many of these boys went to private paid primary school last week ",0.483759140156851,"two sample ttest on difference in means (two sided)",NA,"Male",0.119505498193771,0.0150211767947648,0.0900645326706231,0.148946463716919
"Female89","how many of these boys went to madrassas last week ",0.0557113524138898,"two sample ttest on difference in means (two sided)",NA,"Female",0.6315381940234,0.0429025709447335,0.547450700127548,0.715625687919252
"Male89","how many of these boys went to madrassas last week ",0.0557113524138898,"two sample ttest on difference in means (two sided)",NA,"Male",0.53429060854533,0.0261175070174504,0.483101235425155,0.585479981665505
"Female90","how many of these boys went to another type of school last week ",0.730268140047675,"two sample ttest on difference in means (two sided)",NA,"Female",0.0234071101185403,0.0150743223809256,-0.00613801883941983,0.0529522390765005
"Male90","how many of these boys went to another type of school last week ",0.730268140047675,"two sample ttest on difference in means (two sided)",NA,"Male",0.0178367900169852,0.00563733793720524,0.00678781069138165,0.0288857693425888
"Female91","boys edu check",0.166749718436661,"two sample ttest on difference in means (two sided)",NA,"Female",1.42185656475306,0.0401596558560993,1.34314508564358,1.50056804386254
"Male91","boys edu check",0.166749718436661,"two sample ttest on difference in means (two sided)",NA,"Male",1.49056815245514,0.0289994831572241,1.4337302098967,1.54740609501357
"1139","what is your understanding of burmese ",2.00439738486699e-19,"Pearson's X^2: Rao & Scott adjustment","I don't understand Burmese at all","Female",0.910130549471756,NA,NA,NA
"290","what is your understanding of burmese ",2.00439738486699e-19,"Pearson's X^2: Rao & Scott adjustment","I speak and read Burmese, but can't write","Female",0.00491101130194611,NA,NA,NA
"364","what is your understanding of burmese ",2.00439738486699e-19,"Pearson's X^2: Rao & Scott adjustment","I speak Burmese but do not read or write Burmese","Female",0.0597647114879757,NA,NA,NA
"456","what is your understanding of burmese ",2.00439738486699e-19,"Pearson's X^2: Rao & Scott adjustment","I speak, read, and write Burmese","Female",0.0251937277383226,NA,NA,NA
"544","what is your understanding of burmese ",2.00439738486699e-19,"Pearson's X^2: Rao & Scott adjustment","I don't understand Burmese at all","Male",0.746306081879132,NA,NA,NA
"644","what is your understanding of burmese ",2.00439738486699e-19,"Pearson's X^2: Rao & Scott adjustment","I speak and read Burmese, but can't write","Male",0.014290380636443,NA,NA,NA
"736","what is your understanding of burmese ",2.00439738486699e-19,"Pearson's X^2: Rao & Scott adjustment","I speak Burmese but do not read or write Burmese","Male",0.149066697854652,NA,NA,NA
"836","what is your understanding of burmese ",2.00439738486699e-19,"Pearson's X^2: Rao & Scott adjustment","I speak, read, and write Burmese","Male",0.0903368396297733,NA,NA,NA
"1140","what is your understanding of bangla ",0.149527864898916,"Pearson's X^2: Rao & Scott adjustment","I don't understand Bangla at all","Female",0.849188813271014,NA,NA,NA
"294","what is your understanding of bangla ",0.149527864898916,"Pearson's X^2: Rao & Scott adjustment","I speak and read Bangla, but can't write","Female",0.00545065074206631,NA,NA,NA
"365","what is your understanding of bangla ",0.149527864898916,"Pearson's X^2: Rao & Scott adjustment","I speak Bangla but do not read or write Bangla","Female",0.134648050831795,NA,NA,NA
"457","what is your understanding of bangla ",0.149527864898916,"Pearson's X^2: Rao & Scott adjustment","I speak, read, and write Bangla","Female",0.0107124851551239,NA,NA,NA
"545","what is your understanding of bangla ",0.149527864898916,"Pearson's X^2: Rao & Scott adjustment","I don't understand Bangla at all","Male",0.81909920178781,NA,NA,NA
"645","what is your understanding of bangla ",0.149527864898916,"Pearson's X^2: Rao & Scott adjustment","I speak and read Bangla, but can't write","Male",0.00669551218800318,NA,NA,NA
"737","what is your understanding of bangla ",0.149527864898916,"Pearson's X^2: Rao & Scott adjustment","I speak Bangla but do not read or write Bangla","Male",0.166583765839663,NA,NA,NA
"837","what is your understanding of bangla ",0.149527864898916,"Pearson's X^2: Rao & Scott adjustment","I speak, read, and write Bangla","Male",0.00762152018452423,NA,NA,NA
"1141","what is your understanding of english ",0.00261223455143147,"Pearson's X^2: Rao & Scott adjustment","I don't understand English at all","Female",0.97468832794799,NA,NA,NA
"295","what is your understanding of english ",0.00261223455143147,"Pearson's X^2: Rao & Scott adjustment","I speak and read English, but can't write","Female",0.00135187169936196,NA,NA,NA
"366","what is your understanding of english ",0.00261223455143147,"Pearson's X^2: Rao & Scott adjustment","I speak English but do not read or write English","Female",0.00871489000169558,NA,NA,NA
"458","what is your understanding of english ",0.00261223455143147,"Pearson's X^2: Rao & Scott adjustment","I speak, read, and write English","Female",0.0152449103509528,NA,NA,NA
"546","what is your understanding of english ",0.00261223455143147,"Pearson's X^2: Rao & Scott adjustment","I don't understand English at all","Male",0.942714015104728,NA,NA,NA
"646","what is your understanding of english ",0.00261223455143147,"Pearson's X^2: Rao & Scott adjustment","I speak and read English, but can't write","Male",0.00595171569476505,NA,NA,NA
"738","what is your understanding of english ",0.00261223455143147,"Pearson's X^2: Rao & Scott adjustment","I speak English but do not read or write English","Male",0.0133525177950765,NA,NA,NA
"838","what is your understanding of english ",0.00261223455143147,"Pearson's X^2: Rao & Scott adjustment","I speak, read, and write English","Male",0.0379817514054305,NA,NA,NA
"1142","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.384927580711226,NA,NA,NA
"296","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with a Bangladesh SIM card","Female",0.598483433444436,NA,NA,NA
"367","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with a Bangladesh SIM card Yes - with a Myanmar SIM card","Female",0.00739464129031037,NA,NA,NA
"459","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with a Bangladesh SIM card Yes - with no SIM card","Female",0,NA,NA,NA
"547","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with a Myanmar SIM card","Female",0.00239082942575189,NA,NA,NA
"647","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with no SIM card","Female",0.00680351512827612,NA,NA,NA
"739","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.248255559529815,NA,NA,NA
"839","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with a Bangladesh SIM card","Male",0.72218018138722,NA,NA,NA
"930","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with a Bangladesh SIM card Yes - with a Myanmar SIM card","Male",0.0102481606642743,NA,NA,NA
"1022","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with a Bangladesh SIM card Yes - with no SIM card","Male",0.000331383672621424,NA,NA,NA
"1143","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with a Myanmar SIM card","Male",0.007035566092871,NA,NA,NA
"1223","do you use a cell phone to communicate ",2.40472385198423e-11,"Pearson's X^2: Rao & Scott adjustment","Yes - with no SIM card","Male",0.0119491486531981,NA,NA,NA
"Female92","do you use a cell phone to communicate  yes   with a bangladesh sim card",3.1172645647996e-10,"two sample ttest on difference in means (two sided)",NA,"Female",0.605878074734746,0.0173637258695328,0.571845797393035,0.639910352076457
"Male92","do you use a cell phone to communicate  yes   with a bangladesh sim card",3.1172645647996e-10,"two sample ttest on difference in means (two sided)",NA,"Male",0.732759725724116,0.00999147205693314,0.713176800339989,0.752342651108243
"Female93","do you use a cell phone to communicate  yes   with a myanmar sim card",0.0914138889798393,"two sample ttest on difference in means (two sided)",NA,"Female",0.00978547071606226,0.00338233418647424,0.00315621752689417,0.0164147239052303
"Male93","do you use a cell phone to communicate  yes   with a myanmar sim card",0.0914138889798393,"two sample ttest on difference in means (two sided)",NA,"Male",0.0172837267571453,0.0028596337733169,0.0116789475524698,0.0228885059618208
"Female94","do you use a cell phone to communicate  yes   with no sim card",0.164862466830869,"two sample ttest on difference in means (two sided)",NA,"Female",0.00680351512827612,0.00300385392070774,0.000916069628869524,0.0126909606276827
"Male94","do you use a cell phone to communicate  yes   with no sim card",0.164862466830869,"two sample ttest on difference in means (two sided)",NA,"Male",0.0122805323258196,0.00255200056260539,0.00727870313458705,0.0172823615170521
"Female95","do you use a cell phone to communicate  no",8.11931780283366e-12,"two sample ttest on difference in means (two sided)",NA,"Female",0.384927580711226,0.0172871854703264,0.351045319795322,0.41880984162713
"Male95","do you use a cell phone to communicate  no",8.11931780283366e-12,"two sample ttest on difference in means (two sided)",NA,"Male",0.248255559529815,0.00975554111889782,0.229135050287076,0.267376068772554
"Female96","how many functioning cell phones does your family have ",2.84471655151391e-13,"two sample ttest on difference in means (two sided)",NA,"Female",0.658611307731419,0.020293670308782,0.618836444812077,0.698386170650762
"Male96","how many functioning cell phones does your family have ",2.84471655151391e-13,"two sample ttest on difference in means (two sided)",NA,"Male",0.832807412538423,0.012216803475213,0.808862917720801,0.856751907356044
"1144","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face","Female",0.288331379869793,NA,NA,NA
"297","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Internet","Female",0,NA,NA,NA
"368","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers","Female",0.278048596565251,NA,NA,NA
"460","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers I don't know","Female",0.0092323872778376,NA,NA,NA
"548","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Other (specify)","Female",0.00723547380985121,NA,NA,NA
"648","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Phone call","Female",0.145992288515467,NA,NA,NA
"740","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Phone call Internet","Female",0,NA,NA,NA
"840","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Phone call SMS messages","Female",0,NA,NA,NA
"931","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Printed leaflet","Female",0.0312245355580184,NA,NA,NA
"1023","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Radio","Female",0.00154571470995178,NA,NA,NA
"1145","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers SMS messages","Female",0.0138449947217577,NA,NA,NA
"1224","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Other (specify) I don't know","Female",0.000909023819591793,NA,NA,NA
"1317","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call","Female",0.0219973269172825,NA,NA,NA
"1416","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call I don't know","Female",0,NA,NA,NA
"1515","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call Printed leaflet","Female",0.00233340113794722,NA,NA,NA
"1615","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call Radio","Female",0.0169427200603545,NA,NA,NA
"1712","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call SMS messages","Female",0.00158271323833647,NA,NA,NA
"1812","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Printed leaflet","Female",0.00242420749793971,NA,NA,NA
"1912","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Radio","Female",0.0100119798367876,NA,NA,NA
