"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"81","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"82","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"83","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"84","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"85","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Safety concerns","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"86","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"87","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"88","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"89","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"90","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"91","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"92","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Erbil",0.142857142857143,NA,0,0.402155100541936,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"93","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"94","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"95","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"96","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"97","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"98","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"99","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"100","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"101","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"102","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Did not have necessary documentations","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"103","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"104","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"105","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"106","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"107","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"108","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"109","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Erbil",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"110","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"111","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"112","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"113","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"114","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"115","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"116","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"117","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"118","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Sulaymaniyah",0.142857142857143,NA,0,0.402155100541936,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"119","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficulties at distribution site with staff","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"120","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"121","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"122","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"123","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"124","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"125","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"126","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Erbil",0.571428571428571,NA,0.204725882975093,0.93813125988205,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"127","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"128","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"129","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"130","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"131","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"132","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Ninewa",1,NA,1,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"133","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"134","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"135","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Sulaymaniyah",0.857142857142857,NA,0.597844899458064,1,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"136","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Crowded distribution","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"137","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"138","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"139","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"140","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"141","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"142","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"143","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Erbil",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"144","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"145","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"146","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"147","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"148","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"149","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"150","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"151","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"152","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"153","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","I did not receive any instructions","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"154","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"155","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"156","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"157","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"158","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"159","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"160","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Erbil",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"161","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"162","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"163","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"164","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"165","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"166","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"167","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"168","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"169","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"170","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Damaged money bills","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"171","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"172","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"173","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"174","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Basrah",0.333333333333333,NA,0,0.86691837561182,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"175","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"176","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"177","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Erbil",0.142857142857143,NA,0,0.402155100541936,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"178","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"179","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"180","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"181","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"182","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"183","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"184","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"185","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"186","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"187","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","There was no money available in the MMT store","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"188","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"189","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Anbar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"190","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Baghdad",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"191","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Basrah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"192","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Dahuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"193","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Diyala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"194","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Erbil",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"195","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Kerbala",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"196","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Kirkuk",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"197","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Missan",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"198","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Muthanna",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"199","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Najaf",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"200","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Ninewa",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"201","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Qadissiya",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"202","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Salah al-Din",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"203","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Sulaymaniyah",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"204","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Other","Thi-Qar",0,NA,0,0,"idp_ref","idp",NA,"less than two unique values in the dependent variable"
"1104","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"218","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Baghdad",1,NA,1,1,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"318","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"418","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Dahuk",0.0833333333333333,NA,0,0.239796024263277,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"515","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Erbil",0.228571428571429,NA,0.0893804363384882,0.367762420804369,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"615","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"714","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"814","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"914","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1014","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1114","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Sulaymaniyah",0.032258064516129,NA,0,0.0944887247021738,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1214","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Long distance to travel","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1314","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1414","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Baghdad",1,NA,1,1,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1514","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1614","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1714","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Erbil",0.0857142857142857,NA,0,0.178508280536246,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1814","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Kirkuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"1914","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Missan",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"209","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Najaf",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"219","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Ninewa",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"225","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Qadissiya",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"235","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Sulaymaniyah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"245","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Expensive to travel","Thi-Qar",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"255","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"265","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Baghdad",1,NA,1,1,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"275","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Basrah",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"285","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Dahuk",0,NA,0,0,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
"295","Why did you find it difficult to collect your  cash assistance?","In which governorate do you currently live?","Difficult to identify location/cash-out agent","Erbil",0.0571428571428571,NA,0,0.134083573048513,"idp_ref","refugee",NA,"less than two unique values in the dependent variable"
