"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"1410","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0,NA,0,0,"mantika","LY0107"
"158","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0.0125,NA,0,0.0368851821378968,"mantika","LY0107"
"168","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0107"
"178","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.0075187969924812,NA,0,0.0222235232044833,"mantika","LY0107"
"188","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0107"
"150","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.0540540540540541,NA,0.00240168360724591,0.105706424500862,"mantika","LY0104"
"233","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0409836065573771,NA,0.00571429292526562,0.0762529201894885,"mantika","LY0104"
"329","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.716216216216216,NA,0.613234808638062,0.81919762379437,"mantika","LY0104"
"429","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0737704918032787,NA,0.0272676438009884,0.120273339805569,"mantika","LY0104"
"525","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.027027027027027,NA,0,0.0640688615658052,"mantika","LY0104"
"625","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.868852459016394,NA,0.808799833590747,0.92890508444204,"mantika","LY0104"
"710","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.202702702702703,NA,0.110873063756732,0.294532341648674,"mantika","LY0104"
"810","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0,NA,0,0,"mantika","LY0104"
"910","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0104"
"109","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.0163934426229508,NA,0,0.0389838829344812,"mantika","LY0104"
"159","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.632183908045977,NA,0.530698623662909,0.733669192429045,"mantika","LY0216"
"234","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.947761194029851,NA,0.910028370801746,0.985494017257955,"mantika","LY0216"
"330","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.99,NA,0.970468157419962,1,"mantika","LY0216"
"430","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.0689655172413793,NA,0.0156363411917776,0.122294693290981,"mantika","LY0216"
"526","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0149253731343284,NA,0,0.0354876112439848,"mantika","LY0216"
"626","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.01,NA,0,0.0295318425800376,"mantika","LY0216"
"711","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.0804597701149425,NA,0.0232143492483765,0.137705190981509,"mantika","LY0216"
"811","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.00746268656716418,NA,0,0.0220573552697898,"mantika","LY0216"
"911","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0,NA,0,0,"mantika","LY0216"
"1010","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0,NA,0,0,"mantika","LY0216"
"1118","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0.00746268656716418,NA,0,0.0220573552697898,"mantika","LY0216"
"1218","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0216"
"1313","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.206896551724138,NA,0.12164397052048,0.292149132927796,"mantika","LY0216"
"1411","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0223880597014925,NA,0,0.0474759819872543,"mantika","LY0216"
"1510","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0,NA,0,0,"mantika","LY0216"
"169","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0.0114942528735632,NA,0,0.0339276975359881,"mantika","LY0216"
"179","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0,NA,0,0,"mantika","LY0216"
"189","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0216"
"160","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.702702702702703,NA,0.598342336590808,0.807063068814597,"mantika","LY0318"
"235","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0769230769230769,NA,0.0310195816243412,0.122826572221813,"mantika","LY0318"
"331","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.40625,NA,0.235722796319253,0.576777203680747,"mantika","LY0318"
"431","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.148648648648649,NA,0.0674237460783572,0.22987355121894,"mantika","LY0318"
"527","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.915384615384615,NA,0.867441642987201,0.96332758778203,"mantika","LY0318"
"627","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.4375,NA,0.265255459907031,0.609744540092969,"mantika","LY0318"
"712","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0.0540540540540541,NA,0.00242411677679336,0.105683991331315,"mantika","LY0318"
"812","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0,NA,0,0,"mantika","LY0318"
"912","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0318"
"1011","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.0675675675675676,NA,0.0102573404815395,0.124877794653596,"mantika","LY0318"
"1119","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0,NA,0,0,"mantika","LY0318"
"1219","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.15625,NA,0.0301799055687134,0.282320094431287,"mantika","LY0318"
"1314","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.027027027027027,NA,0,0.0640527739061804,"mantika","LY0318"
"1412","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.00769230769230769,NA,0,0.02274277511591,"mantika","LY0318"
"1511","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0,NA,0,0,"mantika","LY0318"
"170","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.241758241758242,NA,0.153626849429184,0.3298896340873,"mantika","LY0322"
"236","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.00763358778625954,NA,0,0.0225657110614824,"mantika","LY0322"
"332","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0212765957446809,NA,0,0.0626088376902658,"mantika","LY0322"
"432","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.208791208791209,NA,0.125127368736816,0.292455048845602,"mantika","LY0322"
"528","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0458015267175573,NA,0.0099357267307862,0.0816673267043283,"mantika","LY0322"
"628","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0212765957446809,NA,0,0.0626088376902658,"mantika","LY0322"
"713","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.164835164835165,NA,0.0884608774263393,0.24120945224399,"mantika","LY0322"
"813","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.885496183206107,NA,0.830867024214198,0.940125342198016,"mantika","LY0322"
"913","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.872340425531915,NA,0.776758098262708,0.967922752801122,"mantika","LY0322"
"1012","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0.0769230769230769,NA,0.0220722210469076,0.131773932799246,"mantika","LY0322"
"1120","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00763358778625954,NA,0,0.0225657110614824,"mantika","LY0322"
"1220","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0322"
"1315","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0322"
"1413","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.0152671755725191,NA,0,0.036303009984059,"mantika","LY0322"
"1512","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0,NA,0,0,"mantika","LY0322"
"1610","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.21978021978022,NA,0.134541107579304,0.305019331981136,"mantika","LY0322"
"1710","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0305343511450382,NA,0.00101670333416494,0.0600519989559114,"mantika","LY0322"
"1810","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0851063829787234,NA,0.00518292413667558,0.165029841820771,"mantika","LY0322"
"195","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0.0879120879120879,NA,0.0296241373948895,0.146200038429286,"mantika","LY0322"
"205","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0,NA,0,0,"mantika","LY0322"
"2114","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0,NA,0,0,"mantika","LY0322"
"2210","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0,NA,0,0,"mantika","LY0322"
"237","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0.00763358778625954,NA,0,0.0225657110614824,"mantika","LY0322"
"241","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0322"
"180","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.25,NA,0.152416040622816,0.347583959377184,"mantika","LY0102"
"238","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0149253731343284,NA,0,0.0355046145167906,"mantika","LY0102"
"333","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.5,NA,0.387319749569986,0.612680250430014,"mantika","LY0102"
"433","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0522388059701493,NA,0.014474780813361,0.0900028311269375,"mantika","LY0102"
"529","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.144736842105263,NA,0.0654470593729974,0.224026624837529,"mantika","LY0102"
"629","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.932835820895522,NA,0.890353947628248,0.975317694162797,"mantika","LY0102"
"714","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.105263157894737,NA,0.0361017768677335,0.17442453892174,"mantika","LY0102"
"814","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0,NA,0,0,"mantika","LY0102"
"190","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.136842105263158,NA,0.0676261269431438,0.206058083583172,"mantika","LY0211"
"239","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0150375939849624,NA,0,0.0357526614249276,"mantika","LY0211"
"334","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0909090909090909,NA,0.0341934446829767,0.147624737135205,"mantika","LY0211"
"434","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.210526315789474,NA,0.128420600505096,0.292632031073851,"mantika","LY0211"
"530","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.804511278195489,NA,0.737009646861634,0.872012909529344,"mantika","LY0211"
"630","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.676767676767677,NA,0.584495075096289,0.769040278439064,"mantika","LY0211"
"715","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.431578947368421,NA,0.33182810596865,0.531329788768192,"mantika","LY0211"
"815","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.12781954887218,NA,0.0709880433388177,0.184651054405543,"mantika","LY0211"
"914","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.141414141414141,NA,0.0726702906278963,0.210157992200387,"mantika","LY0211"
"1013","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.2,NA,0.119441502792373,0.280558497207627,"mantika","LY0211"
"1121","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.037593984962406,NA,0.00521779848073858,0.0699701714440734,"mantika","LY0211"
"1221","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0808080808080808,NA,0.0270398105793736,0.134576351036788,"mantika","LY0211"
"1316","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0211"
"1414","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.0075187969924812,NA,0,0.0222223628623132,"mantika","LY0211"
"1513","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0,NA,0,0,"mantika","LY0211"
"1611","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","IDP",0,NA,0,0,"mantika","LY0211"
"1711","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Non-Displaced",0.0075187969924812,NA,0,0.0222223628623132,"mantika","LY0211"
"1811","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","8. Don't know","Returnee",0,NA,0,0,"mantika","LY0211"
"196","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0.0210526315789474,NA,0,0.0499650374250984,"mantika","LY0211"
"206","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0,NA,0,0,"mantika","LY0211"
"2115","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0,NA,0,0,"mantika","LY0211"
"2211","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0211"
"2310","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0,NA,0,0,"mantika","LY0211"
"242","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0.0101010101010101,NA,0,0.0298285719331422,"mantika","LY0211"
"197","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.451612903225806,NA,0.350315461413,0.552910345038613,"mantika","LY0320"
"240","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.940298507462687,NA,0.900120699760737,0.980476315164636,"mantika","LY0320"
"335","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.89,NA,0.828580749389645,0.951419250610355,"mantika","LY0320"
"435","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.397849462365591,NA,0.29822095585897,0.497477968872213,"mantika","LY0320"
"531","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0373134328358209,NA,0.00517417623350674,0.069452689438135,"mantika","LY0320"
"631","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.03,NA,0,0.0634857215702779,"mantika","LY0320"
"716","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.10752688172043,NA,0.0444706823497088,0.170583081091151,"mantika","LY0320"
"816","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0,NA,0,0,"mantika","LY0320"
"915","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.04,NA,0.00153384480226709,0.0784661551977329,"mantika","LY0320"
"1014","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.043010752688172,NA,0.00171420533471509,0.084307300041629,"mantika","LY0320"
"1122","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.0149253731343284,NA,0,0.0354870217556282,"mantika","LY0320"
"1222","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.01,NA,0,0.0295312826315668,"mantika","LY0320"
"1317","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","IDP",0,NA,0,0,"mantika","LY0320"
"1415","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Non-Displaced",0.00746268656716418,NA,0,0.0220569368626484,"mantika","LY0320"
"1514","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","9. Prefer not to answer","Returnee",0.02,NA,0,0.0474815486753361,"mantika","LY0320"
"1612","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0320"
"1712","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0,NA,0,0,"mantika","LY0320"
"1812","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0.01,NA,0,0.0295312826315668,"mantika","LY0320"
"198","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.0945945945945946,NA,0.0277534909009207,0.161435698288268,"mantika","LY0317"
"243","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.0227272727272727,NA,0,0.0482131364410458,"mantika","LY0317"
"336","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0,NA,0,0,"mantika","LY0317"
"436","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.924242424242424,NA,0.878991881850736,0.969492966634113,"mantika","LY0317"
"532","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.783783783783784,NA,0.689761417022616,0.877806150544952,"mantika","LY0317"
"632","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0378787878787879,NA,0.00523273073251544,0.0705248450250603,"mantika","LY0317"
"717","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.121621621621622,NA,0.0469707085367176,0.196272534706526,"mantika","LY0317"
"817","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.00757575757575758,NA,0,0.0224036532474908,"mantika","LY0317"
"916","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0317"
"1015","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.00757575757575758,NA,0,0.0224036532474908,"mantika","LY0317"
"199","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.404761904761905,NA,0.256025077613504,0.553498731910305,"mantika","LY0101"
"244","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.87012987012987,NA,0.794898443580899,0.945361296678841,"mantika","LY0101"
"337","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Returnee",0.839416058394161,NA,0.777816529135819,0.901015587652502,"mantika","LY0101"
"437","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0,NA,0,0,"mantika","LY0101"
"533","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.051948051948052,NA,0.00228272241134327,0.101613381484761,"mantika","LY0101"
"633","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Returnee",0.0583941605839416,NA,0.0190521110031285,0.0977362101647547,"mantika","LY0101"
"718","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.285714285714286,NA,0.148823158944206,0.422605412484365,"mantika","LY0101"
"818","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0.012987012987013,NA,0,0.0383248006216219,"mantika","LY0101"
"917","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Returnee",0.0437956204379562,NA,0.00946130397640392,0.0781299368995085,"mantika","LY0101"
"1016","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.30952380952381,NA,0.169437813298673,0.449609805748946,"mantika","LY0101"
"1123","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.025974025974026,NA,0,0.0615705445671932,"mantika","LY0101"
"1223","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Returnee",0.0364963503649635,NA,0.00503414942126694,0.0679585513086601,"mantika","LY0101"
"1318","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","IDP",0,NA,0,0,"mantika","LY0101"
"1416","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Non-Displaced",0.012987012987013,NA,0,0.0383248006216219,"mantika","LY0101"
"1515","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","5. Squatting (without consent of owner)","Returnee",0.0072992700729927,NA,0,0.0215811897723958,"mantika","LY0101"
"1613","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","IDP",0,NA,0,0,"mantika","LY0101"
"1713","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Non-Displaced",0.012987012987013,NA,0,0.0383248006216219,"mantika","LY0101"
"1813","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","7. Other (please specify)","Returnee",0.0145985401459854,NA,0,0.0347218314839463,"mantika","LY0101"
"1910","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0,NA,0,0,"mantika","LY0101"
"207","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0.012987012987013,NA,0,0.0383248006216219,"mantika","LY0101"
"2116","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Returnee",0,NA,0,0,"mantika","LY0101"
"1100","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","IDP",0.314606741573034,NA,0.217915449294917,0.411298033851151,"mantika","LY0106"
"245","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","1. Ownership ","Non-Displaced",0.894736842105263,NA,0.842462511706379,0.947011172504147,"mantika","LY0106"
"338","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","IDP",0.202247191011236,NA,0.118608185877322,0.28588619614515,"mantika","LY0106"
"438","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","4. Being hosted for free","Non-Displaced",0,NA,0,0,"mantika","LY0106"
"534","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","IDP",0.280898876404494,NA,0.187314484491346,0.374483268317643,"mantika","LY0106"
"634","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","2. Rental (with written contract)","Non-Displaced",0.037593984962406,NA,0.00519428660356734,0.0699936833212447,"mantika","LY0106"
"719","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","IDP",0.191011235955056,NA,0.109158322851968,0.272864149058144,"mantika","LY0106"
"819","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","3. Rental (with verbal agreement)","Non-Displaced",0.0601503759398496,NA,0.0196507529913012,0.100649998888398,"mantika","LY0106"
"918","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","IDP",0.0112359550561798,NA,0,0.0331834403913261,"mantika","LY0106"
"1017","How would you describe your household's occupancy status?","What is the displacement status of most members of this household? ","6. Housing provided by public authority","Non-Displaced",0.0075187969924812,NA,0,0.0222330407237997,"mantika","LY0106"
"1101","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","IDP",0.783505154639175,NA,0.70137979887579,0.865630510402561,"mantika","LY0213"
"246","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Non-Displaced",0.813432835820896,NA,0.747341507949761,0.87952416369203,"mantika","LY0213"
"339","Has your household experienced eviction or the threat of eviction within the past 6 months?","What is the displacement status of most members of this household? ","3. No","Returnee",0.789473684210526,NA,0.605792933554747,0.973154434866305,"mantika","LY0213"
